year,collaborating_institution,country,work_id
2021,Carolinas Medical Center,US,https://openalex.org/W3136818362
2021,Carolinas Medical Center,US,https://openalex.org/W3136818362
2021,Baylor Medical Center at Garland,US,https://openalex.org/W3136818362
2021,Baylor Medical Center at Garland,US,https://openalex.org/W3136818362
2021,Duke University Hospital,US,https://openalex.org/W3136818362
2021,Duke University Hospital,US,https://openalex.org/W3136818362
2021,Duke University Hospital,US,https://openalex.org/W3136818362
2021,Florida Orthopaedic Institute,US,https://openalex.org/W3136818362
2021,Hennepin County Medical Center,US,https://openalex.org/W3136818362
2021,Hennepin County Medical Center,US,https://openalex.org/W3136818362
2021,Indiana University – Purdue University Indianapolis,US,https://openalex.org/W3136818362
2021,Indiana University – Purdue University Indianapolis,US,https://openalex.org/W3136818362
2021,Indiana University – Purdue University Indianapolis,US,https://openalex.org/W3136818362
2021,Methodist Hospital,US,https://openalex.org/W3136818362
2021,Indiana University – Purdue University Indianapolis,US,https://openalex.org/W3136818362
2021,Methodist Hospital,US,https://openalex.org/W3136818362
2021,Inova Fairfax Hospital,US,https://openalex.org/W3136818362
2021,Inova Fairfax Hospital,US,https://openalex.org/W3136818362
2021,Inova Fairfax Hospital,US,https://openalex.org/W3136818362
2021,Inova Fairfax Hospital,US,https://openalex.org/W3136818362
2021,Inova Fairfax Hospital,US,https://openalex.org/W3136818362
2021,Inova Fairfax Hospital,US,https://openalex.org/W3136818362
2021,Inova Fairfax Hospital,US,https://openalex.org/W3136818362
2021,Johns Hopkins Hospital,US,https://openalex.org/W3136818362
2021,Johns Hopkins Hospital,US,https://openalex.org/W3136818362
2021,Johns Hopkins Hospital,US,https://openalex.org/W3136818362
2021,Louisiana State University Health Sciences Center New Orleans,US,https://openalex.org/W3136818362
2021,Louisiana State University Health Sciences Center New Orleans,US,https://openalex.org/W3136818362
2021,Louisiana State University Health Sciences Center New Orleans,US,https://openalex.org/W3136818362
2021,Louisiana State University Health Sciences Center New Orleans,US,https://openalex.org/W3136818362
2021,Louisiana State University Health Sciences Center Shreveport,US,https://openalex.org/W3136818362
2021,Louisiana State University Health Sciences Center Shreveport,US,https://openalex.org/W3136818362
2021,The University of Texas Health Science Center at Houston,US,https://openalex.org/W3136818362
2021,The University of Texas Health Science Center at Houston,US,https://openalex.org/W3136818362
2021,The University of Texas Health Science Center at Houston,US,https://openalex.org/W3136818362
2021,The University of Texas Health Science Center at Houston,US,https://openalex.org/W3136818362
2021,MetroHealth,US,https://openalex.org/W3136818362
2021,MetroHealth,US,https://openalex.org/W3136818362
2021,Mission Health,US,https://openalex.org/W3136818362
2021,Mission Health,US,https://openalex.org/W3136818362
2021,Mission Health,US,https://openalex.org/W3136818362
2021,Mission Health,US,https://openalex.org/W3136818362
2021,Mission Health,US,https://openalex.org/W3136818362
2021,Naval Medical Center Portsmouth,US,https://openalex.org/W3136818362
2021,Naval Medical Center Portsmouth,US,https://openalex.org/W3136818362
2021,The Ohio State University Wexner Medical Center,US,https://openalex.org/W3136818362
2021,The Ohio State University Wexner Medical Center,US,https://openalex.org/W3136818362
2021,Corewell Health Blodgett Hospital,US,https://openalex.org/W3136818362
2021,Corewell Health Blodgett Hospital,US,https://openalex.org/W3136818362
2021,Penn State Milton S. Hershey Medical Center,US,https://openalex.org/W3136818362
2021,Penn State Milton S. Hershey Medical Center,US,https://openalex.org/W3136818362
2021,Rhode Island Hospital,US,https://openalex.org/W3136818362
2021,Rhode Island Hospital,US,https://openalex.org/W3136818362
2021,Rhode Island Hospital,US,https://openalex.org/W3136818362
2021,San Antonio Military Medical Center,US,https://openalex.org/W3136818362
2021,San Antonio Military Medical Center,US,https://openalex.org/W3136818362
2021,San Antonio Military Medical Center,US,https://openalex.org/W3136818362
2021,St. Luke's University Health Network,US,https://openalex.org/W3136818362
2021,St. Luke's University Health Network,US,https://openalex.org/W3136818362
2021,St. Luke's University Health Network,US,https://openalex.org/W3136818362
2021,Temple University,US,https://openalex.org/W3136818362
2021,Temple University,US,https://openalex.org/W3136818362
2021,Texas Tech University,US,https://openalex.org/W3136818362
2021,Texas Tech University Health Sciences Center,US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,"University of Maryland, Baltimore",US,https://openalex.org/W3136818362
2021,Regions Hospital,US,https://openalex.org/W3136818362
2021,Regions Hospital,US,https://openalex.org/W3136818362
2021,Stony Brook University Hospital,US,https://openalex.org/W3155711297
2021,Albany Medical Center Hospital,US,https://openalex.org/W3155711297
2021,Hennepin County Medical Center,US,https://openalex.org/W3155711297
2021,Hennepin County Medical Center,US,https://openalex.org/W3155711297
2021,Stony Brook University Hospital,US,https://openalex.org/W3155711297
2021,Stony Brook University Hospital,US,https://openalex.org/W3155711297
2021,Oakland University,US,https://openalex.org/W3155711297
2021,Stony Brook University Hospital,US,https://openalex.org/W3155711297
2021,Hennepin County Medical Center,US,https://openalex.org/W3155711297
2021,Stony Brook University Hospital,US,https://openalex.org/W3155711297
2021,Hennepin County Medical Center,US,https://openalex.org/W3155711297
2021,Stony Brook University Hospital,US,https://openalex.org/W3155711297
2021,University of Minnesota Medical Center,US,https://openalex.org/W3155711297
2021,University College London Hospitals NHS Foundation Trust,GB,https://openalex.org/W3184088459
2021,Aarhus University,DK,https://openalex.org/W3184088459
2021,Vanderbilt University Medical Center,US,https://openalex.org/W3184088459
2021,American Society of Clinical Oncology,US,https://openalex.org/W3184088459
2021,Fox Chase Cancer Center,US,https://openalex.org/W3184088459
2021,Carolinas Medical Center,US,https://openalex.org/W3184088459
2021,University Medical Center Groningen,NL,https://openalex.org/W3184088459
2021,Danish Cancer Society,DK,https://openalex.org/W3184088459
2021,Meadville Public Library,US,https://openalex.org/W3184088459
2021,Vanderbilt University Medical Center,US,https://openalex.org/W3184088459
2021,The University of Texas MD Anderson Cancer Center,US,https://openalex.org/W3184088459
2021,University Medical Center Groningen,NL,https://openalex.org/W3184088459
2021,BC Cancer Agency,CA,https://openalex.org/W3184088459
2021,NOSM University,CA,https://openalex.org/W3184088459
2021,UConn Health,US,https://openalex.org/W3184088459
2020,Mayo Clinic,US,https://openalex.org/W3015176283
2020,University of Toronto,CA,https://openalex.org/W3015176283
2020,Universidade de São Paulo,BR,https://openalex.org/W3015176283
2020,Royal Devon & Exeter NHS Foundation Trust,GB,https://openalex.org/W3015176283
2020,Carolinas Medical Center,US,https://openalex.org/W3015176283
2021,Cedars-Sinai Smidt Heart Institute,US,https://openalex.org/W3200052416
2021,Cedars-Sinai Smidt Heart Institute,US,https://openalex.org/W3200052416
2021,Cedars-Sinai Smidt Heart Institute,US,https://openalex.org/W3200052416
2021,Cleveland Clinic,US,https://openalex.org/W3200052416
2021,Cleveland Clinic,US,https://openalex.org/W3200052416
2021,Brigham and Women's Hospital,US,https://openalex.org/W3200052416
2021,Brigham and Women's Hospital,US,https://openalex.org/W3200052416
2021,Carolinas Medical Center,US,https://openalex.org/W3200052416
2021,Carolinas Medical Center,US,https://openalex.org/W3200052416
2021,Emory University,US,https://openalex.org/W3200052416
2021,Duke Medical Center,US,https://openalex.org/W3200052416
2021,Cedars-Sinai Medical Center,US,https://openalex.org/W3200052416
2021,Cedars-Sinai Smidt Heart Institute,US,https://openalex.org/W3200052416
2021,Columbia University Irving Medical Center,US,https://openalex.org/W3200052416
2021,Baylor Scott & White Health,US,https://openalex.org/W3200052416
2021,Columbia University Irving Medical Center,US,https://openalex.org/W3200052416
2021,Piedmont Atlanta Hospital,US,https://openalex.org/W3200052416
2020,University of Michigan–Ann Arbor,US,https://openalex.org/W3008765849
2020,Craig H Neilsen Foundation,US,https://openalex.org/W3008765849
2020,University of Michigan–Ann Arbor,US,https://openalex.org/W3008765849
2020,University of Michigan–Ann Arbor,US,https://openalex.org/W3008765849
2020,MetroHealth Medical Center,US,https://openalex.org/W3008765849
2020,University of Copenhagen,DK,https://openalex.org/W3008765849
2020,University of Michigan–Ann Arbor,US,https://openalex.org/W3008765849
2020,Coloplast (Denmark),DK,https://openalex.org/W3008765849
2020,National Institute of Neurological Disorders and Stroke,US,https://openalex.org/W3008765849
2020,Carolinas Medical Center,US,https://openalex.org/W3008765849
2020,Kessler Foundation,US,https://openalex.org/W3008765849
2020,International Collaboration On Repair Discoveries,CA,https://openalex.org/W3008765849
2020,Aarhus University Hospital,DK,https://openalex.org/W3008765849
2020,Thomas Jefferson University,US,https://openalex.org/W3008765849
2020,Praxis Spinal Cord Institute,CA,https://openalex.org/W3008765849
2020,University of Michigan–Ann Arbor,US,https://openalex.org/W3008765849
2020,James J. Peters VA Medical Center,US,https://openalex.org/W3008765849
2020,University of Delaware,US,https://openalex.org/W3008765849
2020,University Medical Center Groningen,NL,https://openalex.org/W3008765849
2021,Harvard University,US,https://openalex.org/W4200221477
2021,East Carolina University,US,https://openalex.org/W4200221477
2021,FirstHealth of the Carolinas,US,https://openalex.org/W4200221477
2021,University of Chicago,US,https://openalex.org/W4200221477
2021,University of Rochester Medical Center,US,https://openalex.org/W4200221477
2021,Hospital Universitario Fundación Jiménez Díaz,ES,https://openalex.org/W4200221477
2021,Inova Health System,US,https://openalex.org/W4200221477
2021,Bozeman Health Deaconess Hospital,US,https://openalex.org/W4200221477
2021,Providence College,US,https://openalex.org/W4200221477
2021,Penn Highlands Healthcare,US,https://openalex.org/W4200221477
2021,St Bartholomew's Hospital,GB,https://openalex.org/W4200221477
2021,Cleveland Clinic,US,https://openalex.org/W4200221477
2021,Rigshospitalet,DK,https://openalex.org/W4200221477
2021,University of Michigan–Ann Arbor,US,https://openalex.org/W4200221477
2021,Levine Cancer Institute,US,https://openalex.org/W4200221477
2021,Prevention Institute,US,https://openalex.org/W4200221477
2021,University of Chicago,US,https://openalex.org/W4200221477
2021,University Hospitals of Cleveland,US,https://openalex.org/W4200221477
2021,Kepler Universitätsklinikum,AT,https://openalex.org/W4200221477
2021,Azienda Ospedaliero-Universitaria Careggi,IT,https://openalex.org/W4200221477
2021,Gundersen Health System,US,https://openalex.org/W4200221477
2021,Medtronic (United States),US,https://openalex.org/W4200221477
2021,Medica (United States),US,https://openalex.org/W4200221477
2021,Medtronic (United States),US,https://openalex.org/W4200221477
2021,Inova Health System,US,https://openalex.org/W4200221477
2020,Brigham and Women's Hospital,US,https://openalex.org/W3012628851
2020,University of Arizona,US,https://openalex.org/W3012628851
2020,Allegheny Health Network,US,https://openalex.org/W3012628851
2020,Carolinas Medical Center,US,https://openalex.org/W3012628851
2021,Cleveland Clinic,US,https://openalex.org/W3153402529
2021,Cleveland Clinic,US,https://openalex.org/W3153402529
2021,Northwestern University,US,https://openalex.org/W3153402529
2021,University of Colorado Anschutz Medical Campus,US,https://openalex.org/W3153402529
2021,University of Minnesota,US,https://openalex.org/W3153402529
2021,Carolinas Medical Center,US,https://openalex.org/W3153402529
2021,Louisiana State University Health Sciences Center New Orleans,US,https://openalex.org/W3153402529
2021,"University of California, San Francisco",US,https://openalex.org/W3153402529
2021,Brown University,US,https://openalex.org/W3153402529
